frequency_Hz,mag_dB,phase_deg,step_index,step_k
10.0,-34.32278233815596,0.11850970756581232,0,0.1
10.069555500567189,-34.32292156176341,0.1196622917977932,0,0.1
10.139594797900294,-34.32306172739518,0.12082885691626258,0,0.1
10.210121257071936,-34.32320284883316,0.12200959359454876,0,0.1
10.281138266560667,-34.32334494006474,0.12320469486142815,0,0.1
10.352649238413779,-34.32349804345931,0.12441290798810847,0,0.1
10.424657608411218,-34.323635431578516,0.12563828893960916,0,0.1
10.497166836230678,-34.323780518164924,0.12687766239138487,0,0.1
10.57018040561381,-34.323936660313755,0.12813071659348488,0,0.1
10.643701824533608,-34.32407713250295,0.1294015989892004,0,0.1
10.71773462536294,-34.324242060323954,0.13068456573578063,0,0.1
10.792282365044281,-34.32439134930582,0.13198579923112333,0,0.1
10.867348625260592,-34.32455175479638,0.1333015046629462,0,0.1
10.942937012607405,-34.32470992311207,0.13463390917336976,0,0.1
11.019051158766118,-34.32486921287201,0.13598272582374682,0,0.1
11.095694720678463,-34.32502295618531,0.13734921179198498,0,0.1
11.172871380722214,-34.32518119645326,0.13873204402172,0,0.1
11.250584846888108,-34.325350634587586,0.14013038314950294,0,0.1
11.328838852958,-34.32551791924694,0.14154654263961003,0,0.1
11.407637158684253,-34.32567972613906,0.1429812974509106,0,0.1
11.486983549970367,-34.32584944086689,0.1444327512126871,0,0.1
11.566881839052892,-34.326027081052,0.14590111514007692,0,0.1
11.647335864684578,-34.32619595579942,0.147389331381052,0,0.1
11.728349492318808,-34.32636945096656,0.14889547610874926,0,0.1
11.809926614295325,-34.32654090190713,0.15042088691127312,0,0.1
11.892071150027233,-34.32671366946701,0.1519652626936966,0,0.1
11.97478704618931,-34.32690113902637,0.15352660336028195,0,0.1
12.05807827690763,-34.327086622265824,0.15510793905553613,0,0.1
12.141948843950495,-34.32727348070092,0.1567089639579419,0,0.1
12.226402776920713,-34.32744836935385,0.1583322292875668,0,0.1
12.31144413344919,-34.32763135699832,0.15997457197595322,0,0.1
12.397076999389895,-34.327822464100045,0.16163622654035897,0,0.1
12.48330548901615,-34.32802505249594,0.16331684275555614,0,0.1
12.570133745218314,-34.32820907374187,0.1650219667833574,0,0.1
12.657565939702833,-34.32839793762226,0.16674777476712965,0,0.1
12.745606273192656,-34.32859834784847,0.16849332370880377,0,0.1
12.834258975629076,-34.32879696292906,0.17026126300982217,0,0.1
12.923528306374958,-34.328993805862126,0.17205188014348108,0,0.1
13.013418554419374,-34.32919224064819,0.17386485214337924,0,0.1
13.10393403858367,-34.3294023125838,0.1756986055679366,0,0.1
13.195079107728983,-34.32959397999006,0.17755898025060407,0,0.1
13.286858140965156,-34.32980401344765,0.1794394487997801,0,0.1
13.379275547861162,-34.33001573441749,0.18134338531599112,0,0.1
13.472335768656947,-34.330225827472326,0.18327171427300282,0,0.1
13.566043274476765,-34.330437658312285,0.18522410004250298,0,0.1
13.660402567544,-34.330647912404466,0.18720148122116556,0,0.1
13.755418181397484,-34.33086329615057,0.18920286766690256,0,0.1
13.851094681109295,-34.33108717571048,0.19122788827846687,0,0.1
13.947436663504105,-34.331302877756215,0.19328011223823557,0,0.1
14.044448757380025,-34.3315171098464,0.19535855645305644,0,0.1
14.142135623731003,-34.331743258883826,0.19746086290667866,0,0.1
14.240501955970773,-34.33197467274204,0.19958864266820342,0,0.1
14.33955248015833,-34.33219468152763,0.2017455856393533,0,0.1
14.439291955225018,-34.332420012659,0.20392864138512873,0,0.1
14.539725173203164,-34.33265737400426,0.20613672938937164,0,0.1
14.640856959456315,-34.33288675831327,0.20837428511756945,0,0.1
14.742692172911074,-34.33312155354199,0.21063887344501253,0,0.1
14.845235706290554,-34.333355111596035,0.21293220716078873,0,0.1
14.94849248634945,-34.33359414192018,0.21525320294488806,0,0.1
15.05246747411074,-34.3338353366811,0.21760288290460222,0,0.1
15.15716566510405,-34.33406871096559,0.21998373262101373,0,0.1
15.26259208960566,-34.3343210087268,0.22239032057873045,0,0.1
15.368751812880195,-34.334555535107235,0.2248309363967637,0,0.1
15.475649935423972,-34.33481238909698,0.22729716896017532,0,0.1
15.58329159321007,-34.33505821705288,0.22979667125855283,0,0.1
15.69168195793509,-34.335309746823455,0.23232610459518244,0,0.1
15.800826237267621,-34.335560336133504,0.23488729287824958,0,0.1
15.910729675098453,-34.335813358862,0.23747983020381405,0,0.1
16.02139755179252,-34.33607218905878,0.24010328983291496,0,0.1
16.13283518444261,-34.33633352466022,0.2427587634120723,0,0.1
16.245047927124794,-34.336584050365204,0.24544969319071255,0,0.1
16.358041171155712,-34.33684717031723,0.2481710201521057,0,0.1
16.471820345351553,-34.33710957021029,0.2509261835034704,0,0.1
16.586390916288924,-34.33737796434113,0.2537139584212811,0,0.1
16.70175838856748,-34.3376490537955,0.2565354708827425,0,0.1
16.817928305074386,-34.33791286549595,0.2593934809881464,0,0.1
16.93490624725064,-34.33818612784168,0.2622843350779295,0,0.1
17.052697835359233,-34.3384488567682,0.2652132458411144,0,0.1
17.17130872875518,-34.338727793005425,0.26817405103728265,0,0.1
17.290744626157405,-34.33899961707967,0.2711728301131011,0,0.1
17.411011265922586,-34.339281057824685,0.27420581200828315,0,0.1
17.53211442632081,-34.33955880987308,0.2772766758261061,0,0.1
17.654059925813208,-34.33983959136202,0.2803841144488975,0,0.1
17.776853623331515,-34.34013012025168,0.28352677112750974,0,0.1
17.900501418559564,-34.34040708423372,0.2867109825449947,0,0.1
18.02500925221672,-34.340693886528285,0.28993112855703873,0,0.1
18.150383106343334,-34.34098056344912,0.2931901429493863,0,0.1
18.27662900458813,-34.34127383501847,0.2964866378486462,0,0.1
18.403753012497624,-34.341557067269555,0.29982537832173994,0,0.1
18.53176123780754,-34.34185032675485,0.3032014375380001,0,0.1
18.660659830736275,-34.34214698974722,0.3066169275998147,0,0.1
18.790454984280366,-34.342447105973555,0.3100722005529493,0,0.1
18.921152934512047,-34.34273404662069,0.31357217459612646,0,0.1
19.05275996087888,-34.343041221802075,0.3171081021111059,0,0.1
19.18528238650542,-34.343338661098144,0.32068857451645705,0,0.1
19.31872657849705,-34.34364309598459,0.3243093552882803,0,0.1
19.453098948245852,-34.34394790864094,0.3279726553531459,0,0.1
19.588405951738682,-34.34424314755397,0.3316816889970201,0,0.1
19.72465408986733,-34.34455555043658,0.33542924849857786,0,0.1
19.861849908740865,-34.34485849088636,0.3392232943476779,0,0.1
20.00000000000015,-34.345172036462216,0.34305844200691904,0,0.1
20.13911100113453,-34.34547623447208,0.3469408543736573,0,0.1
20.279189595800737,-34.34580115703068,0.3508621058699531,0,0.1
20.42024251414402,-34.34610351085551,0.35483531917830713,0,0.1
20.56227653312149,-34.34641336902178,0.3588520228424547,0,0.1
20.70529847682771,-34.3467307916186,0.36291253498186554,0,0.1
20.849315216822593,-34.34704917096583,0.3670191998947056,0,0.1
20.994333672461515,-34.34737190369853,0.3711713555695399,0,0.1
21.14036081122778,-34.34769571871897,0.37537036655256406,0,0.1
21.28740364906737,-34.34801067830416,0.3796197007287895,0,0.1
21.43546925072604,-34.34832351626001,0.3839176930802413,0,0.1
21.584564730088722,-34.34865763506247,0.38825735065041633,0,0.1
21.734697250521346,-34.34897309602994,0.3926516116791644,0,0.1
21.885874025214974,-34.34928663655577,0.3970956247060195,0,0.1
22.038102317532406,-34.34962832625332,0.40158006996424556,0,0.1
22.191389441357092,-34.3499548993757,0.4061192024319543,0,0.1
22.345742761444598,-34.35027642774733,0.41071020713203615,0,0.1
22.501169693776383,-34.35060631579686,0.41534906829705387,0,0.1
22.657677705916175,-34.35093796951603,0.4200382935575244,0,0.1
22.815274317368676,-34.35126479679184,0.42478045415700605,0,0.1
22.973967099940907,-34.35159687093258,0.4295725537283958,0,0.1
23.13376367810596,-34.35193093452271,0.434416031822281,0,0.1
23.29467172936933,-34.35227372902404,0.43930892833784746,0,0.1
23.456698984637793,-34.35258867560253,0.444264189540059,0,0.1
23.619853228590827,-34.35293250379779,0.4492626358384947,0,0.1
23.784142300054643,-34.353265305236334,0.4543184118835621,0,0.1
23.949574092378796,-34.353607153995156,0.4594248671199696,0,0.1
24.11615655381544,-34.353941471893506,0.46458819692194603,0,0.1
24.28389768790117,-34.35427167467441,0.46980759367050745,0,0.1
24.452805553841607,-34.35460451035697,0.4750810059013532,0,0.1
24.622888266898567,-34.35494339561514,0.4804075210088111,0,0.1
24.794153998779972,-34.35529174777051,0.48578618598693446,0,0.1
24.966610978032485,-34.355629666005534,0.4912246372455115,0,0.1
25.140267490436816,-34.35596390265778,0.4967207920593312,0,0.1
25.315131879405854,-34.35629787928321,0.502273741985348,0,0.1
25.4912125463855,-34.356641679942626,0.5078800153009945,0,0.1
25.668517951258348,-34.356978742203665,0.5135461874624334,0,0.1
25.847056612750112,-34.357325813891734,0.5192662183466634,0,0.1
26.026837108838944,-34.35766633624117,0.5250467707551788,0,0.1
26.20786807716754,-34.35800373666986,0.5308868991295946,0,0.1
26.390158215458165,-34.358358094848505,0.5367790678008159,0,0.1
26.573716281930512,-34.35868288535484,0.5427418886563582,0,0.1
26.758551095722524,-34.35902816237213,0.5487559727886934,0,0.1
26.944671537314093,-34.359374045550815,0.5548294569157385,0,0.1
27.13208654895373,-34.359717307829136,0.5609639658662248,0,0.1
27.320805135088207,-34.36005805368287,0.5671598011494453,0,0.1
27.510836362795175,-34.36039638892535,0.5734172603413272,0,0.1
27.7021893622188,-34.36074240909921,0.5797324955944765,0,0.1
27.89487332700842,-34.36106958706249,0.5861168298053867,0,0.1
28.088897514760255,-34.361421314353336,0.5925524867636351,0,0.1
28.284271247462218,-34.36175109223739,0.5990592623709589,0,0.1
28.48100391194176,-34.3620989833719,0.6056205517829284,0,0.1
28.679104960316874,-34.362441797960194,0.6122464684450474,0,0.1
28.878583910450253,-34.36278298088559,0.6189358675178555,0,0.1
29.079450346406546,-34.36311266360776,0.6256933775646873,0,0.1
29.28171391891285,-34.363454265410745,0.6325090922275699,0,0.1
29.485384345822368,-34.36379459171417,0.6393890424560241,0,0.1
29.690471412581335,-34.36413043612992,0.6463349658673917,0,0.1
29.896984972699123,-34.36446192244422,0.653347140746587,0,0.1
30.104934948221704,-34.36480581609321,0.6604182857232681,0,0.1
30.314331330208326,-34.36513229121638,0.6675622022026592,0,0.1
30.52518417921155,-34.365478083363946,0.6747624184007479,0,0.1
30.73750362576062,-34.365803388386034,0.6820374996900126,0,0.1
30.951299870848175,-34.366131632714364,0.6893769753153749,0,0.1
31.16658318642038,-34.36646627663833,0.6967794577735532,0,0.1
31.38336391587042,-34.36681078166216,0.7042435067661221,0,0.1
31.60165247453548,-34.367132011471654,0.7117851497911118,0,0.1
31.82145935019715,-34.36746670468042,0.7193871861467092,0,0.1
32.04279510358529,-34.36779503827513,0.7270593699077127,0,0.1
32.26567036888546,-34.368123808537185,0.7347987071823285,0,0.1
32.49009585424984,-34.36844983244373,0.7426070262658591,0,0.1
32.716082342311665,-34.368769929251,0.7504861999050477,0,0.1
32.94364069070335,-34.36909755301129,0.758429814234299,0,0.1
33.172781832578096,-34.369416220336284,0.7664463608072807,0,0.1
33.40351677713521,-34.369749367269186,0.7745242786745623,0,0.1
33.63585661014903,-34.37006388390694,0.7826806205529675,0,0.1
33.86981249450153,-34.37038653559235,0.7909020355600043,0,0.1
34.10539567071872,-34.37070750076548,0.7991937885495549,0,0.1
34.34261745751061,-34.37101696119608,0.8075612943545339,0,0.1
34.58148925231507,-34.37133503335278,0.8159943135472093,0,0.1
34.822022531845434,-34.37164192588489,0.8245035209146518,0,0.1
35.064228852641875,-34.37195775802,0.8330785097216912,0,0.1
35.30811985162668,-34.37226606922157,0.8417283074338874,0,0.1
35.55370724666329,-34.37257700540448,0.8504477265366669,0,0.1
35.80100283711939,-34.37288741265111,0.8592387061351431,0,0.1
36.05001850443371,-34.37319746467833,0.8681013974456154,0,0.1
36.30076621268694,-34.37350733735116,0.8770359466565503,0,0.1
36.55325800917653,-34.37379725969348,0.8860536842734296,0,0.1
36.80750602499552,-34.37410731075668,0.8951324516365068,0,0.1
37.06352247561536,-34.374401100198654,0.9042929506892958,0,0.1
37.32131966147283,-34.37470208610569,0.9135221696717571,0,0.1
37.58090996856101,-34.37498718395664,0.922833595689603,0,0.1
37.84230586902438,-34.37528317932007,0.932212073289202,0,0.1
38.105519921758045,-34.375573641915416,0.9416673367687719,0,0.1
38.37056477301113,-34.375865414754315,0.9511956497541274,0,0.1
38.63745315699439,-34.37615537035113,0.9607990935374772,0,0.1
38.906197896491996,-34.37644038408045,0.9704798033503406,0,0.1
39.176811903477656,-34.37672398178619,0.9802359500017939,0,0.1
39.449308179734956,-34.37700969142325,0.9900656398273423,0,0.1
39.72369981748203,-34.37728442493133,0.9999771130972998,0,0.1
40.000000000000604,-34.37756833361659,1.009958297012471,0,0.1
40.27822200226936,-34.37783836445562,1.0200236638014388,0,0.1
40.55837919160177,-34.378108026375685,1.0301651658191395,0,0.1
40.840485028288356,-34.37838750616851,1.0403766049309724,0,0.1
41.124553066243294,-34.37865043755477,1.050674880205818,0,0.1
41.410596953655734,-34.37891033656296,1.0610517915585154,0,0.1
41.6986304336455,-34.37917407453848,1.0715031801611776,0,0.1
41.98866734492334,-34.379435233340146,1.0820334147259418,0,0.1
42.28072162245588,-34.379700689487876,1.092638261753907,0,0.1
42.57480729813507,-34.3799440946293,1.103335328700959,0,0.1
42.8709385014524,-34.38020888083866,1.114096247215185,0,0.1
43.16912946017777,-34.3804554154886,1.1249475523278822,0,0.1
43.46939450104301,-34.380707199276934,1.1358738715120584,0,0.1
43.771748050430276,-34.38094786524191,1.1468865282110055,0,0.1
44.07620463506514,-34.381194273723686,1.1579743690125228,0,0.1
44.38277888271451,-34.38143338675248,1.1691465770270224,0,0.1
44.69148552288952,-34.38167210331003,1.1803987131339622,0,0.1
45.00233938755311,-34.381907358729954,1.1917331923480918,0,0.1
45.315355411832684,-34.382142735637984,1.203147794575229,0,0.1
45.63054863473769,-34.382368532043216,1.2146496920341545,0,0.1
45.947934199882155,-34.38258833717423,1.2262367243530936,0,0.1
46.26752735621227,-34.38281902993238,1.2378970479898461,0,0.1
46.58934345873901,-34.3830409530399,1.2496450774319987,0,0.1
46.913397969275934,-34.38326102671492,1.261476146302943,0,0.1
47.23970645718201,-34.38347288796753,1.2733952632380356,0,0.1
47.56828460010965,-34.38369010611798,1.2853927315486213,0,0.1
47.89914818475796,-34.38389303940319,1.2974834818475522,0,0.1
48.232313107631235,-34.38410190628952,1.309652748388604,0,0.1
48.5677953758027,-34.384313678625894,1.3219030229796955,0,0.1
48.90561110768358,-34.38451204757412,1.3342470573942156,0,0.1
49.2457765337975,-34.38470395649741,1.346680003012888,0,0.1
49.58830799756032,-34.38490631472794,1.3591890973017275,0,0.1
49.933221956065346,-34.3850928618665,1.3717950580401117,0,0.1
50.280534980874016,-34.385280514353425,1.3844850910887572,0,0.1
50.630263758812085,-34.38546958700287,1.3972592306015397,0,0.1
50.982425092771386,-34.38564379465986,1.4101308200216072,0,0.1
51.33703590251707,-34.38583002584067,1.423078708673775,0,0.1
51.69411322550061,-34.38600536169625,1.4361216509772667,0,0.1
52.05367421767828,-34.38618009436003,1.4492517211743619,0,0.1
52.41573615433548,-34.38634791660435,1.462474461612554,0,0.1
52.78031643091672,-34.38651580727969,1.475784516419523,0,0.1
53.14743256386143,-34.386674146750416,1.4891902772923562,0,0.1
53.517102191445446,-34.3868332419388,1.5026835504808613,0,0.1
53.8893430746286,-34.386993442258316,1.516264362080127,0,0.1
54.264173097907864,-34.3871584213442,1.5299298841963291,0,0.1
54.64161027017682,-34.38730529531184,1.5437001251243412,0,0.1
55.02167272559077,-34.38745434732689,1.5575581393016062,0,0.1
55.40437872443802,-34.38759266274659,1.5715155516513348,0,0.1
55.78974665401725,-34.387737212055136,1.5855579513626743,0,0.1
56.17779502952094,-34.38787508917077,1.5996970519483156,0,0.1
56.56854249492486,-34.38800335276254,1.6139359832897948,0,0.1
56.962007823883944,-34.38813566539217,1.6282629811913247,0,0.1
57.358209920634174,-34.38825913438055,1.6426900554998747,0,0.1
57.75716782090094,-34.38838411074906,1.6572082874989325,0,0.1
58.158900692813525,-34.38850103072142,1.6718268489003796,0,0.1
58.56342783782614,-34.38861361434712,1.6865428358351688,0,0.1
58.97076869164518,-34.3887289056234,1.7013501396737913,0,0.1
59.38094282516311,-34.388837354416594,1.7162581029699246,0,0.1
59.79396994539869,-34.388942694018596,1.7312637247753777,0,0.1
60.209869896443855,-34.38904534251135,1.7463670767962178,0,0.1
60.628662660417106,-34.38913576385167,1.761577812567259,0,0.1
61.05036835842356,-34.38923430278811,1.7768768657630185,0,0.1
61.4750072515217,-34.38932147386528,1.7922835306155027,0,0.1
61.90259974169682,-34.38940767232769,1.8077882412111574,0,0.1
62.33316637284123,-34.38949001995197,1.823394303888659,0,0.1
62.766727831741306,-34.38957560164858,1.8390951603083732,0,0.1
63.20330494907143,-34.389644951611636,1.8549107670222738,0,0.1
63.642918700394766,-34.38971512264707,1.8708246413885063,0,0.1
64.08559020717105,-34.38978657510883,1.886836746216355,0,0.1
64.5313407377714,-34.389853135488124,1.9029538567311286,0,0.1
64.98019170850016,-34.38990531599668,1.9191863699728084,0,0.1
65.43216468462381,-34.38996682713058,1.9355103364328572,0,0.1
65.8872813814072,-34.39001823291906,1.9519464412805585,0,0.1
66.34556366515669,-34.390063337772105,1.9684913626669904,0,0.1
66.80703355427093,-34.390105951009,1.9851416640089763,0,0.1
67.27171322029855,-34.39014988695376,2.001893791789549,0,0.1
67.73962498900357,-34.390185687881086,2.01875843663457,0,0.1
68.21079134143795,-34.39022049752318,2.035728499978217,0,0.1
68.68523491502174,-34.3902415491553,2.052818517373384,0,0.1
69.16297850463066,-34.39026927372674,2.0700067348075737,0,0.1
69.6440450636914,-34.39029091479607,2.08730770743265,0,0.1
70.12845770528428,-34.3903069981174,2.1047215068630853,0,0.1
70.61623970325388,-34.39031805463886,2.1222481880950723,0,0.1
71.10741449332713,-34.39033125898799,2.1398802353145987,0,0.1
71.60200567423932,-34.39033387558949,2.1576327214069146,0,0.1
72.10003700886796,-34.39033308956437,2.1754981488893503,0,0.1
72.60153242537443,-34.39033277208746,2.1934726416149957,0,0.1
73.10651601835362,-34.39031688404385,2.211575515668947,0,0.1
73.61501204999159,-34.39030258422355,2.2297874749101716,0,0.1
74.12704495123128,-34.3902838019027,2.2481162466709055,0,0.1
74.64263932294622,-34.39026774881402,2.2665538758550703,0,0.1
75.16181993712259,-34.3902450455633,2.2851121606130955,0,0.1
75.68461173804933,-34.39020963729812,2.3037991922142664,0,0.1
76.21103984351666,-34.390175390452676,2.3225989229686044,0,0.1
76.74112954602285,-34.39013626092085,2.3415193447364375,0,0.1
77.27490631398935,-34.39009284861109,2.3605604264318227,0,0.1
77.81239579298456,-34.39004575879896,2.3797221145445167,0,0.1
78.3536238069559,-34.3899922827344,2.3990085090800193,0,0.1
78.8986163594705,-34.389933036421645,2.4184195998768354,0,0.1
79.44739963496465,-34.38987859970642,2.4379426430482085,0,0.1
80.00000000000179,-34.38980636300785,2.457607178640069,0,0.1
80.55644400453932,-34.38974351452434,2.4773791073732805,0,0.1
81.11675838320417,-34.38966745513187,2.4972882546770485,0,0.1
